entry_bar,exit_bar,hold_bars,entry_price,exit_price,pnl_pct,exit_type,direction,slack,model,symbol
3669,3683,14,1.734,1.7208849746192891,-0.007563451776649859,time,long,0.687237026648006,Tight Scalp (+20/-10%),AAPL
3675,3689,14,1.734,1.596796068732191,-0.0791256812386442,time,short,0.6891991182953225,Tight Scalp (+20/-10%),AAPL
82,96,14,1.734,1.7641129608447008,0.017366182724740963,time,long,0.6170798898071771,Tight Scalp (+20/-10%),NVDA
131,134,3,1.734,1.5203318567908386,-0.12322268927863979,sl,short,0.6278026905829706,Tight Scalp (+20/-10%),NVDA
161,175,14,1.734,1.7009755311997696,-0.019045253056649572,time,short,0.6333853354133514,Tight Scalp (+20/-10%),NVDA
180,194,14,1.734,1.6570710261785218,-0.04436503680592747,time,long,0.6334841628959466,Tight Scalp (+20/-10%),NVDA
216,230,14,1.734,1.6777413333333342,-0.03244444444444394,time,short,0.7578347578347445,Tight Scalp (+20/-10%),NVDA
238,252,14,1.734,1.7605597389695147,0.015317035161196476,time,short,0.7938144329896456,Tight Scalp (+20/-10%),NVDA
266,280,14,1.734,1.806919045346063,0.04205250596658771,time,long,0.6100917431192568,Tight Scalp (+20/-10%),NVDA
306,320,14,1.734,1.8438591069012218,0.06335588633288455,time,long,0.7156549520766501,Tight Scalp (+20/-10%),NVDA
355,369,14,1.734,1.7370717241379292,0.0017714672075716388,time,long,0.6849315068493286,Tight Scalp (+20/-10%),NVDA
397,411,14,1.734,1.5863485383948315,-0.0851507852394282,time,long,0.6170798898071357,Tight Scalp (+20/-10%),NVDA
416,430,14,1.734,1.8255659742389905,0.05280621351729555,time,short,0.7373096446700371,Tight Scalp (+20/-10%),NVDA
454,468,14,1.734,1.794984477387877,0.03516982548320469,time,short,0.6923636363636404,Tight Scalp (+20/-10%),NVDA
509,523,14,1.734,1.6977153541076455,-0.020925401322003732,time,long,0.6168032786885314,Tight Scalp (+20/-10%),NVDA
534,548,14,1.734,1.805669932945913,0.04133214126061877,time,short,0.7454739084131976,Tight Scalp (+20/-10%),NVDA
545,559,14,1.734,1.6038168152866206,-0.07507680779318306,time,short,0.6975088967970751,Tight Scalp (+20/-10%),NVDA
570,584,14,1.734,1.782789173003355,0.028136777971946338,time,long,0.6822033898305585,Tight Scalp (+20/-10%),NVDA
577,587,10,1.734,2.087542694094226,0.20388852023888474,tp,long,0.6270691333982205,Tight Scalp (+20/-10%),NVDA
606,620,14,1.734,1.6242807365998029,-0.06327523840841817,time,long,0.7368421052631211,Tight Scalp (+20/-10%),NVDA
633,647,14,1.734,1.6191520517054299,-0.06623295749398508,time,long,0.775818639798485,Tight Scalp (+20/-10%),NVDA
641,655,14,1.734,1.8715211932948181,0.07930864665214427,time,long,0.782719186785256,Tight Scalp (+20/-10%),NVDA
751,765,14,1.734,1.5761170999482117,-0.09105126877265761,time,long,0.6111111111110058,Tight Scalp (+20/-10%),NVDA
779,793,14,1.734,1.7217627904344157,-0.007057214282343871,time,short,0.6332794830372179,Tight Scalp (+20/-10%),NVDA
787,801,14,1.734,1.6095530723516647,-0.07176870106593732,time,short,0.6315789473684346,Tight Scalp (+20/-10%),NVDA
793,797,4,1.734,1.5225865615661516,-0.12192239817407637,sl,short,0.6263982102907962,Tight Scalp (+20/-10%),NVDA
798,805,7,1.734,2.059992,0.18799999999999992,tp,long,0.6292134831460587,Tight Scalp (+20/-10%),NVDA
860,874,14,1.734,1.7214054808763484,-0.0072632751578152336,time,long,0.7112299465241321,Tight Scalp (+20/-10%),NVDA
865,877,12,1.734,1.475921916400502,-0.14883395824653864,sl,short,0.6467757459095467,Tight Scalp (+20/-10%),NVDA
